All sky irradiance,Clear sky irradiance,ALLSKY  ICI,Temperature,Dew point,Wet bulb,Surface pressure,ALLSKY SFC PAR TOT,ALLSKY SFC UV INDEX,CLRSKY SFC PAR TOT,QV2M
6.48,6.57,0.7,24.38,12.45,18.42,96.05,119.77,1.74,121.77,9.46
3.67,6.13,0.39,24.12,12.41,18.26,96,69.97,1.06,112.88,9.4
2.15,6.12,0.23,22.87,14.66,18.77,95.77,43.45,0.67,114.97,10.99
3.47,5.98,0.37,22.33,16.52,19.43,95.88,68.3,1.1,112.84,12.33
2.37,5.77,0.25,19.74,16.51,18.13,95.91,47.01,0.77,106.13,12.27
6.39,6.63,0.67,22.12,12.08,17.1,95.78,118.28,1.58,122.71,9.34
6.58,7.03,0.69,22.65,9.61,16.13,95.8,120.82,1.67,128.8,7.87
4.83,6.82,0.5,21.98,10.88,16.43,95.82,90.85,1.35,125.34,8.48
6.79,6.96,0.7,22.44,10.01,16.23,95.86,124.09,1.62,127.46,8.06
5,6.76,0.52,22.36,12.35,17.36,95.92,92.88,1.41,123.1,9.4
5.53,6.7,0.56,19.89,13.94,16.92,96.14,101.46,1.44,121.8,10.38
5.27,6.94,0.54,21.82,12.41,17.12,96.08,98.65,1.54,127.16,9.4
6.24,6.69,0.63,21.76,12.88,17.32,96.03,114.83,1.7,123.13,9.7
7,7.26,0.7,23.33,12.01,17.67,95.8,129.16,1.95,134.3,9.16
7.27,7.33,0.73,24.75,11.73,18.24,95.55,134.12,1.97,135.52,9.09
7.02,7.53,0.7,26.35,9.5,17.93,95.46,128.92,2.14,138,7.81
6.14,7.09,0.61,28.26,14.38,21.32,95.52,114.58,1.96,131.44,10.8
5.91,7.08,0.59,28.2,17.15,22.68,95.41,111.98,2,132.83,12.94
4.68,6.72,0.46,23.4,16.16,19.78,95.53,89.61,1.45,124.98,12.08
7.49,7.51,0.73,25.17,12.57,18.87,95.64,136.99,2.08,137.68,9.58
4.05,7.26,0.39,24.87,12.66,18.77,95.78,78.27,1.23,134.91,9.64
7.41,7.46,0.72,25.19,12.27,18.73,95.91,136.32,2.07,137.31,9.34
5,7.11,0.48,26.33,12.08,19.21,95.46,95.12,1.46,131.85,9.28
7.64,7.67,0.73,23.65,9.01,16.33,95.33,136.43,1.99,136.95,7.81
7.77,7.89,0.74,24.13,8.08,16.11,95.29,139.38,1.99,141.31,7.14
7.89,7.93,0.76,24.76,7.4,16.08,95.41,141.78,2.05,142.41,6.77
7.1,7.87,0.68,26.5,7.75,17.12,95.51,129.55,2.03,142.22,6.96
6.91,7.37,0.66,27.2,9.83,18.51,95.79,125.3,1.86,132.74,8
7.5,7.59,0.71,26.19,10.93,18.55,95.84,135.8,1.89,137.33,8.54
7.89,7.93,0.74,28.08,8.12,18.09,95.69,142.5,2.09,143.19,7.14
8.09,8.14,0.76,29,7.5,18.25,95.63,143.49,2.17,144.26,6.84
7.99,8.05,0.75,30.12,7.83,18.98,95.52,142.66,2.3,143.81,7.02
7.94,7.99,0.74,31.13,10.07,20.6,95.26,144.3,2.32,145.16,8.18
6.62,7.88,0.62,30.06,12.2,21.13,95.22,122.4,2.16,144.32,9.58
2.79,6.74,0.26,27.99,15.85,21.92,95.43,54.88,0.84,123.16,11.9
2.52,6.45,0.23,24.75,16.51,20.63,95.59,49.45,0.71,116.46,12.33
6.41,7.19,0.59,27.43,14.06,20.75,95.71,118.38,1.82,131.73,10.56
7.52,7.72,0.7,29.47,13.59,21.53,95.59,138.17,2.41,141.53,10.25
7.58,7.69,0.7,30.87,13.65,22.26,95.47,138.98,2.28,140.68,10.25
7.59,7.73,0.7,32.46,14.3,23.38,95.45,139.87,2.32,141.96,10.74
6.97,7.43,0.64,33.26,14.87,24.06,95.42,129.84,2.28,137.61,11.17
6.5,7.12,0.59,33.52,16.12,24.82,95.43,122.52,2.16,133.02,12.21
7.02,7.2,0.64,31.42,16.24,23.83,95.53,132.98,2.41,136.02,12.33
6.93,7.23,0.62,30.8,15.76,23.28,95.27,130.34,2.18,135.43,11.9
4.81,7.7,0.44,31.28,16.4,23.84,95.23,91.6,1.61,143.27,12.39
6.23,7.45,0.56,29.59,15.53,22.56,95.51,116.84,1.98,137.54,11.66
8.3,8.35,0.75,30.27,8.9,19.59,95.49,151.97,2.55,152.71,7.81
8.18,8.25,0.73,32.1,9.94,21.01,95.2,151.15,2.53,152.21,8.12
8.27,8.35,0.74,32.67,8.82,20.75,95.07,152.37,2.69,153.49,7.69
8.33,8.39,0.74,33.33,10.56,21.95,94.85,153.91,2.76,154.78,8.73
7.98,8.07,0.71,33.42,12.3,22.86,94.89,148.62,2.62,149.89,9.58
8.04,8.12,0.72,35.23,10.87,23.05,94.74,148.07,2.64,149.09,8.67
7.81,7.91,0.7,36.26,8.76,22.51,94.6,144.02,2.52,145.33,7.57
7.7,7.76,0.69,35.98,9.65,22.82,94.62,141.43,2.5,142.11,8
6.5,7.26,0.58,30.55,15.39,22.98,94.9,121.73,2.09,134.21,11.72
6.99,7.67,0.62,30.01,17.15,23.58,94.98,128.91,2.15,140.56,13.06
8.09,8.23,0.72,29.86,15.33,22.6,94.84,148.45,2.52,150.26,11.66
6.33,8.08,0.56,32.12,13.15,22.64,94.9,118.33,2.17,148.12,10.07
7.68,8.06,0.68,32.94,13.98,23.46,95.03,142.78,2.52,148.55,10.74
7.55,7.67,0.66,33.83,12.92,23.37,94.87,141.68,2.32,143.08,9.95
7.52,7.87,0.66,33.13,10.96,22.05,94.84,139.24,2.32,144.59,8.73
8.02,8.21,0.7,31.22,11.47,21.34,95.05,146.45,2.44,148.8,9.03
7.29,7.86,0.64,31.47,13.19,22.33,95.32,135.05,2.34,144.25,10.13
7.19,7.71,0.63,33.68,16.72,25.19,95.2,135.05,2.4,143.15,12.7
7.32,7.66,0.64,33.88,17.23,25.56,95.23,139.67,2.54,144.75,13.06
7.51,7.71,0.66,33.32,17.73,25.53,95.33,143.15,2.62,145.92,13.49
7.74,7.9,0.68,34.45,15.08,24.76,95.26,147.51,2.66,149.57,11.6
8.09,8.18,0.71,35.54,12.97,24.25,95.18,150.86,2.65,151.6,10.01
8.09,8.21,0.7,35.92,11.93,23.92,95.08,149.02,2.55,150.25,9.4
7.84,7.96,0.69,35.36,11.8,23.58,95,144.82,2.5,146.03,9.34
7.5,7.69,0.66,35.33,12.51,23.92,94.9,137.06,2.34,139.48,9.77
7.79,7.9,0.68,34.87,13.89,24.38,94.8,144.15,2.52,145.21,10.74
7.01,7.68,0.61,34.25,12.82,23.53,94.74,129.64,2.24,140.3,9.95
7.63,7.77,0.66,34.11,12.83,23.47,94.83,140.49,2.41,141.97,10.01
7.41,7.83,0.65,35.14,13.19,24.16,94.75,137.7,2.47,143.95,10.13
7.3,7.72,0.63,36.3,12.75,24.53,94.74,135.24,2.35,141.48,9.77
7.57,7.76,0.66,36.8,12.97,24.88,94.51,139.69,2.49,142.04,9.95
6.69,7.51,0.59,37.34,10.26,23.8,94.36,124.41,2.2,137.34,8.36
5.79,7.02,0.51,33.83,17.95,25.89,94.72,109.94,1.89,130.66,13.85
6.69,7.56,0.58,34.23,18.69,26.45,94.92,127.18,2.22,141.97,14.4
7.56,7.88,0.66,34.54,20.24,27.39,94.98,143.77,2.51,148.56,15.81
7.03,7.86,0.61,34.62,20.02,27.33,95,132.26,2.37,145.85,15.62
6.36,6.96,0.55,34.18,21.11,27.64,94.88,117.8,1.91,127.72,16.72
6.06,7.35,0.52,33.58,20.3,26.94,94.79,114.22,2,135.87,16.05
7.16,7.35,0.62,32.74,20.08,26.41,95.05,137.72,2.48,140.24,15.62
7.65,7.87,0.66,32.82,19.44,26.13,95.03,147.2,2.7,150.28,15.08
8.21,8.33,0.71,34,17.76,25.87,94.79,155.34,2.89,156.61,13.61
7.54,8.01,0.66,35.26,18.82,27.04,94.89,142.61,2.48,150.22,14.47
6.64,7.12,0.58,35.02,19.74,27.38,94.93,126.6,2.09,134.16,15.38
5.04,6.89,0.44,35.27,20.6,27.94,94.79,97.07,1.66,129.08,16.17
6.85,6.94,0.6,33.62,21.26,27.44,95.05,131.34,2.29,132.27,16.85
7.23,7.34,0.63,34.48,20.9,27.69,95.08,137.58,2.52,138.96,16.42
7.23,7.44,0.63,35.65,21.86,28.76,94.74,138.37,2.51,141.39,17.46
6.67,7,0.59,35.91,19.98,27.94,94.34,126.48,2.09,131.68,15.75
5.86,6.84,0.52,34.43,22.02,28.23,94.35,111.84,1.79,128.25,17.76
6.3,7.38,0.55,31.29,23.27,27.28,94.64,123.41,2.27,142.47,18.98
7.21,7.63,0.63,31.97,22.11,27.04,94.64,139.02,2.3,146.09,17.76
6.62,7.46,0.58,33.66,21.16,27.41,94.49,127.04,2.12,140.93,16.85
6.77,7.38,0.59,33.4,22.29,27.84,94.55,129.63,2.27,139.47,17.94
6.93,7.39,0.61,34.17,21.39,27.78,94.77,132.15,2.24,139.54,16.97
7.07,7.58,0.62,34.92,20.74,27.83,94.62,134.43,2.26,142.66,16.36
6.17,7.1,0.55,33.18,22.09,27.63,94.61,118.55,1.95,134.32,17.76
7.55,7.72,0.66,33.03,20.98,27.01,94.52,142.93,2.52,145.24,16.6
6.66,7.57,0.59,33.18,22.06,27.62,94.57,125.99,2.21,141.06,17.76
5.9,6.53,0.52,34.17,22.26,28.22,94.72,109.34,1.71,119.68,17.94
5.3,6.48,0.47,32.26,24.05,28.16,94.75,100.23,1.67,120.41,19.9
4.93,6.1,0.44,33.31,24.39,28.85,94.56,91.37,1.44,111.17,20.39
5.86,6.37,0.52,32.53,21.55,27.04,94.65,106.87,1.73,114.99,17.27
6.28,6.62,0.55,31.75,23.52,27.63,94.7,117.21,1.8,122.55,19.35
5.49,6.81,0.49,30.69,24.03,27.37,94.85,106.48,1.82,128.65,19.84
6.53,7,0.59,29.49,23.93,26.71,94.91,125.64,2.15,133.41,19.71
7.57,7.67,0.68,30.72,22.33,26.53,94.9,144.12,2.46,145.35,17.94
7.71,7.82,0.69,32.27,21.37,26.82,94.84,144.41,2.52,145.86,16.91
7.17,7.69,0.64,32.82,22.9,27.86,94.73,135.7,2.35,144.12,18.62
6.34,7.29,0.57,32.43,22.02,27.23,94.71,120.55,2.12,136.74,17.76
6.81,7.07,0.61,32.65,21.57,27.11,94.94,128.28,2.15,132.48,17.15
6.12,6.78,0.55,31.33,23.82,27.58,95.09,115.63,1.85,126.7,19.59
6.42,6.65,0.58,31.64,24.13,27.88,95.04,120.96,1.95,124.34,19.96
5.97,6.83,0.54,31.38,24.68,28.03,95.02,114.48,1.92,129.05,20.63
3.19,6.09,0.29,29.73,25.16,27.45,95.17,63.12,0.98,114.36,21.18
6.12,6.72,0.55,28.25,24.21,26.23,95.2,116.7,1.91,126.85,19.96
6.76,7.19,0.62,29.53,23.9,26.72,94.93,128.45,2.11,136.13,19.65
4.86,6.45,0.45,29.44,24.34,26.89,94.94,92.82,1.56,121.6,20.2
6.33,6.71,0.58,29.63,23.87,26.75,94.97,120.88,1.95,127.34,19.65
6.8,6.99,0.62,30.73,23.78,27.26,94.71,128.23,2.09,131.39,19.59
3.91,6.77,0.36,30.14,23.64,26.89,94.69,75.5,1.23,125.7,19.41
6.98,7.17,0.65,29.65,23.44,26.54,94.87,133.23,2.2,136.6,19.17
7.33,7.42,0.68,30.94,23.76,27.35,94.91,141.81,2.54,143.33,19.53
6.34,7.22,0.59,32.41,23.55,27.98,94.86,122.9,2.3,138.51,19.35
6.77,6.93,0.63,32.55,23.55,28.05,94.75,129.52,2.38,132.17,19.35
4.68,6.3,0.44,29.56,25.01,27.29,94.89,90.95,1.55,118.93,21.06
5.51,6.25,0.52,29.28,24.88,27.08,94.96,105.63,1.78,118.14,20.87
5.63,6.89,0.53,29.3,24.68,26.99,94.78,109.2,1.87,131.76,20.63
4.61,6.79,0.44,29.35,24.76,27.05,94.76,89.11,1.49,129.11,20.75
6.53,6.81,0.62,28.69,24.26,26.48,95.02,125.42,2.03,130.32,20.08
5.96,6.61,0.56,29.46,23.59,26.52,95.13,113.26,1.87,124.68,19.29
6.95,7.05,0.66,31.11,22.63,26.87,94.9,131.68,2.23,133.58,18.19
6.57,6.89,0.62,30.3,22.83,26.56,94.83,123.61,2.01,129.3,18.49
6.8,6.85,0.65,30.83,22.07,26.45,94.76,127.88,2.12,128.98,17.64
7.32,7.34,0.7,30.61,20.12,25.37,94.58,136.94,2.26,137.34,15.75
4.58,7.16,0.45,31.05,21.05,26.05,94.71,85.54,1.41,130.72,16.66
7.05,7.08,0.69,30.69,20.74,25.72,94.96,131.09,2.14,131.72,16.3
7.1,7.28,0.7,31.84,20.05,25.94,94.85,133.54,2.27,136.76,15.62
7.24,7.26,0.71,31.51,20.65,26.08,94.88,135.72,2.37,136.33,16.17
6.73,6.98,0.66,30.92,21.22,26.07,95.02,126.09,2.05,130.61,16.72
6.84,6.91,0.67,31.59,19.63,25.61,95.13,127.4,2.1,128.94,15.2
6.9,6.94,0.68,31.23,19.98,25.61,95.21,130.75,2.17,131.79,15.44
6.59,6.67,0.66,31.68,20.87,26.27,95.11,123.41,2.04,124.9,16.36
6.27,6.58,0.62,29.76,22.26,26.01,95.45,119.62,2.06,125.41,17.7
6.01,6.79,0.6,30.87,21.78,26.33,95.42,117.48,2.14,131.91,17.21
2.31,6.27,0.23,29.24,23.1,26.17,95.54,46.27,0.71,119.84,18.62
5.95,6.29,0.6,28.19,22.89,25.54,95.63,112.24,1.82,118.62,18.37
6.83,6.83,0.7,29.36,21.95,25.65,95.26,130.34,2.16,130.86,17.4
6.31,6.84,0.64,28.75,22.15,25.45,95.09,120.13,2.01,129.85,17.64
6.09,6.74,0.62,29.34,20.47,24.9,95.15,116.3,1.98,128.66,15.93
3.21,6.53,0.33,27.94,19.14,23.54,95.21,63.66,1.2,124.69,14.65
6.53,6.7,0.68,29.32,17.06,23.19,95.05,123.48,2.05,127.15,12.88
7.02,7,0.73,30.23,16.84,23.54,94.87,129.65,2.17,129.83,12.76
6.73,6.84,0.7,29.94,15.52,22.73,95.04,122.36,2.06,124.58,11.78
6.23,6.38,0.66,30,15.51,22.76,95.14,111.99,1.7,114.84,11.72
5.75,6.21,0.61,30.12,18.77,24.44,95.21,103.42,1.57,111.4,14.34
5.99,6.18,0.63,29.9,20.33,25.12,95.23,109.09,1.73,112.7,15.75
6.04,6.21,0.65,30.67,20.09,25.38,95.32,111.08,1.74,114.36,15.5
5.88,6.05,0.63,31.08,20.07,25.58,95.36,107.77,1.7,111.18,15.5
5.68,5.83,0.61,30.7,20.26,25.48,95.25,104.16,1.59,107.34,15.75
5.29,5.72,0.57,30.01,20.94,25.48,95.22,98.37,1.55,106.15,16.42
5.58,5.79,0.61,29.37,21.01,25.19,95.29,105,1.57,108.83,16.48
5.11,5.66,0.56,29.31,20.46,24.88,95.47,96.34,1.46,106.7,15.87
5.61,5.82,0.62,27.57,20.65,24.11,95.69,105.42,1.59,109.52,15.99
6.17,6.29,0.69,28.8,18.83,23.81,95.49,115.88,1.86,118.31,14.28
6.32,6.32,0.7,29.94,18.18,24.06,95.41,116.48,1.84,117.03,13.73
6.32,6.32,0.71,29.98,17.13,23.55,95.25,113.54,1.76,114.02,12.88
6.03,6.19,0.68,29.31,17.55,23.44,95.41,108.67,1.7,111.84,13.24
5.83,5.91,0.66,29.51,17.66,23.58,95.32,104.87,1.62,106.72,13.31
5.64,5.78,0.65,29.9,17.64,23.76,95.18,100.67,1.5,103.26,13.31
4.61,5.22,0.53,29.22,19.13,24.18,95.4,81.24,1.14,91.24,14.65
5.05,5.34,0.59,28.52,19.44,23.98,95.66,90.46,1.27,95.85,14.89
4.49,4.94,0.52,27.87,19.18,23.52,95.41,80.25,1.09,88.12,14.65
4.36,5.09,0.51,27.98,19.27,23.62,95.29,78.43,1.12,91.3,14.71
4.55,4.78,0.54,28.05,18.88,23.47,95.43,79.84,1.06,84.23,14.34
4.88,5.01,0.58,28.66,18.41,23.54,95.47,84.46,1.11,87.26,13.92
4.65,4.95,0.55,28.38,18.43,23.4,95.57,79.83,1.05,85.38,13.92
4.95,5.18,0.59,28.57,18.25,23.41,95.42,85.41,1.16,89.88,13.79
4.63,4.87,0.56,27.74,18.94,23.33,95.51,81.55,1.13,86.14,14.4
4.54,4.62,0.55,29.12,18.97,24.04,95.53,81.23,1.12,83.2,14.4
4.8,4.97,0.59,28.92,18.42,23.67,95.6,87.39,1.29,91.08,13.92
4.95,5.04,0.62,29.31,18.62,23.97,95.79,91.02,1.35,93.31,14.1
4.98,5.04,0.62,29.98,17.69,23.83,95.65,90.99,1.35,92.77,13.31
5.04,5.04,0.63,29.52,16.56,23.05,95.4,90.93,1.27,91.77,12.45
3.69,4.64,0.47,27.73,17.38,22.56,95.41,67.52,0.96,84.47,13.06
4.38,4.91,0.56,27.59,16.56,22.08,95.62,80.21,1.12,90.13,12.39
5.06,5.06,0.66,27.24,15.81,21.53,95.72,92.7,1.27,93.44,11.78
5.26,5.23,0.68,27.44,13.98,20.71,95.63,95.48,1.25,95.95,10.56
5.34,5.32,0.7,27.15,13.15,20.15,95.52,96.04,1.24,96.64,9.95
5.35,5.33,0.7,26.3,10.62,18.46,95.56,95.95,1.23,96.55,8.48
5.39,5.35,0.72,26.01,9.22,17.62,95.53,95.62,1.2,95.79,7.69
5.26,5.22,0.7,25.9,8.55,17.23,95.48,92.49,1.14,92.7,7.39
5.36,5.32,0.73,25.88,7.71,16.8,95.72,94.37,1.19,94.55,6.96
5.32,5.28,0.73,25.01,8.19,16.61,95.81,93.16,1.2,93.35,7.2
5.41,5.37,0.74,24.89,7.78,16.33,95.87,94.48,1.2,94.69,7.02
5.22,5.18,0.72,24.43,6.69,15.56,95.96,91.84,1.2,92.07,6.47
5.13,5.08,0.71,23.67,6.69,15.18,95.95,90.37,1.16,90.51,6.47
5.08,5.02,0.71,24.75,6.86,15.8,95.73,89.43,1.12,89.52,6.59
4.82,4.78,0.68,23.35,6.87,15.12,95.69,84.88,1.09,85.18,6.59
4.83,4.8,0.69,23.72,6.59,15.15,95.57,84.56,1.09,84.94,6.53
4.48,4.47,0.65,23.06,8.46,15.76,95.76,79.25,0.99,79.98,7.26
4.53,4.48,0.66,24.69,8.33,16.51,95.83,79.92,0.95,80.09,7.2
4.61,4.67,0.67,23.81,6.77,15.3,95.82,81.62,1.06,83.46,6.53
4.57,4.55,0.67,23.82,4.67,14.24,95.66,80.26,-999,80.86,5.68
4.68,4.69,0.7,23.15,4.71,13.93,95.77,82.59,-999,83.73,5.68
4.58,4.53,0.69,22.92,5.24,14.08,96.07,80.1,0.98,80.33,5.86
4.63,4.57,0.7,22.93,4.24,13.58,96.38,79.58,0.98,79.66,5.49
4.37,4.32,0.66,22.98,3.78,13.38,96.06,74.58,0.84,74.65,5.31
4.4,4.35,0.68,22.56,3.72,13.14,96.09,75.36,0.82,75.5,5.31
3.12,3.8,0.48,21.68,4.94,13.31,96.31,54.45,0.62,65.52,5.74
3.82,3.84,0.59,21.9,4.3,13.1,96.58,65.74,0.72,66.98,5.43
4.04,4.06,0.64,22.14,4.73,13.44,96.45,70.31,-999,71.48,5.62
4.01,4.03,0.64,21.78,4.94,13.36,96.4,69.46,0.77,70.56,5.68
4.17,4.18,0.67,21.72,5.73,13.72,96.45,73.35,-999,74.3,6.04
2.98,3.29,0.48,21.64,9.23,15.44,96.18,51.34,0.53,56.67,7.63
4.63,4.58,0.76,21.1,4.01,12.55,95.93,80.8,0.88,80.91,5.49
4.54,4.5,0.75,20.66,2.55,11.61,95.97,79.98,0.88,80.23,4.82
4.64,4.58,0.77,20.78,0.47,10.62,96.21,80.34,0.88,80.45,4.21
4.42,4.37,0.74,21.1,-0.38,10.36,96.21,76.26,0.84,76.36,3.91
4.08,4.16,0.69,20.95,-0.58,10.19,96.29,70.55,0.81,72.63,3.85
3.9,4,0.66,21.37,-0.77,10.3,96.14,67.96,-999,70.62,3.78
3.43,3.5,0.59,21.04,-0.61,10.22,96.13,58.92,0.59,60.88,3.85
2.68,3.22,0.46,20.21,0.02,10.12,96.44,46.91,0.43,55.7,3.97
3.87,3.82,0.67,19.41,-1.1,9.15,96.62,66.73,0.62,66.94,3.66
3.87,3.86,0.68,19.42,-2.1,8.66,96.42,66.51,0.66,67.25,3.42
3.74,3.71,0.66,17.88,-2.06,7.91,96.42,64.35,0.65,64.68,3.42
3.76,3.77,0.66,18.04,-2.5,7.77,96.57,64.8,0.63,65.82,3.3
3.76,3.72,0.67,19.59,-3.24,8.17,96.56,65.13,0.7,65.36,3.11
3.53,3.57,0.63,20.87,-3.1,8.88,96.24,60.47,0.66,61.98,3.17
3.62,3.58,0.66,20.28,-3.19,8.55,95.97,62.12,0.66,62.22,3.17
2.02,3.37,0.37,20.24,-2.43,8.9,96.06,36.43,0.43,58.98,3.36
2.14,3.2,0.4,18.38,-0.12,9.13,96.1,38.21,0.38,55.81,3.97
2.5,3.33,0.46,19.12,0.54,9.83,96.14,45.21,0.52,59.23,4.15
3.24,3.28,0.6,19.78,-1.11,9.33,96.08,56.7,0.52,58.2,3.66
3.1,3.64,0.58,19.74,-1.25,9.25,96.41,56.02,0.58,66.02,3.6
2.6,3.48,0.49,17.98,2.04,10.01,96.41,47.71,0.52,63.67,4.7
2.95,3.58,0.56,19.4,4.01,11.71,96.23,53.73,0.59,65.2,5.31
3.89,3.86,0.74,18.37,-2.2,8.08,96.34,68.06,0.66,68.38,3.42
3.85,3.85,0.74,19.84,-9,5.42,96.17,67.8,0.69,68.77,1.95
2.78,3.58,0.54,20.92,-7.77,6.58,96.27,50.21,0.6,64.32,2.2
2.63,3.16,0.51,19.26,1.82,10.55,96.5,46.73,0.5,56.25,4.7
3.26,3.25,0.64,18.73,1.72,10.23,96.62,56.81,0.57,57.34,4.52
3.43,3.48,0.67,19.18,-6.42,6.38,96.61,58.63,0.59,60.16,2.44
3.2,3.27,0.63,18.22,-9.34,4.44,96.66,54.63,0.57,56.54,1.89
3.12,3.09,0.62,19.27,-8.7,5.29,96.67,53.74,0.57,54.05,2.01
3.35,3.31,0.66,19.76,-5.6,7.08,96.49,58.69,0.64,59.04,2.56
3.39,3.39,0.68,20.06,-3.06,8.5,96.58,59.76,0.65,60.59,3.11
3.01,3.01,0.6,20.84,-2.93,8.96,96.45,51.34,0.55,52.25,3.17
2.84,2.89,0.57,19.19,-2.77,8.21,96.31,48.73,0.51,50.39,3.23
2.82,2.79,0.57,17.88,-2.12,7.88,96.12,47.76,0.49,48.23,3.42
2.57,2.69,0.52,17.06,0.45,8.76,95.95,44.24,0.48,47,4.15
2.99,3.05,0.61,16.3,3.28,9.79,96.2,52.38,0.59,54.22,5
2.36,2.48,0.48,15.79,3.12,9.45,96.16,39.84,0.38,42.61,5
2.94,2.91,0.6,14.59,2.79,8.69,96.4,51.13,0.44,51.71,4.82
3.28,3.28,0.67,15.54,-1.46,7.04,96.55,56.41,0.54,57.31,3.54
2.9,3.34,0.59,16.23,-3.49,6.37,96.37,50.96,0.57,59.08,3.05
3.15,3.33,0.65,15.84,-4.04,5.9,96.54,54.95,0.59,58.65,2.93
3.33,3.29,0.69,15.69,-4.42,5.63,96.52,57.73,0.6,58.04,2.87
3.41,3.39,0.7,15.7,-3.1,6.3,96.54,60.12,0.6,60.75,3.17
3.05,3.19,0.62,15.87,-2.38,6.75,96.6,54.06,0.55,57.25,3.36
3.41,3.4,0.7,16.37,-0.95,7.71,96.56,59.74,0.58,60.63,3.66
3.39,3.51,0.7,17.55,-4.73,6.41,96.38,58.72,0.62,61.5,2.81
2.57,3.38,0.53,18.83,-5.81,6.51,96.37,46.22,0.54,60.16,2.56
3.04,3.36,0.62,18.11,-5.07,6.51,96.14,53.49,0.53,59.58,2.69
3.32,3.3,0.68,15.64,-6.8,4.42,95.99,56.77,0.47,57.28,2.38
3.13,3.12,0.64,14.05,-9.35,2.35,96.45,52.3,0.36,52.9,1.89
3.29,3.28,0.67,15.51,-10.65,2.43,96.56,56.34,0.44,57.03,1.71
3.14,3.21,0.64,16.96,-9.99,3.48,96.42,54.89,0.47,56.86,1.77
3.15,3.21,0.64,18.3,-8.09,5.1,96.36,55.87,0.52,57.8,2.14
2.87,2.86,0.59,19.08,-4.58,7.25,96.35,49.7,0.44,50.41,2.81
2.94,3.07,0.6,16.18,-2.72,6.73,96.41,51.09,0.46,54.03,3.23
2.71,2.82,0.55,16.24,-1.93,7.15,96.41,46.52,0.4,49.07,3.42
3.29,3.25,0.66,15.36,-2.88,6.24,96.5,57.16,0.49,57.38,3.17
2.62,3.17,0.53,15.43,-5.05,5.19,96.69,46.95,0.45,57.01,2.69
1.66,2.44,0.34,13.42,1.99,7.71,96.64,29.38,0.29,41.86,4.76
0.79,1.89,0.16,12.05,8.33,10.19,96.31,13.39,0.09,30.66,7.14
2.36,2.73,0.47,12.51,7.29,9.9,96.31,41.45,0.4,47.85,6.65
0.62,1.73,0.12,10.16,6.14,8.15,95.92,10.71,0.08,27.49,6.16
2.25,2.38,0.45,10.3,2.88,6.59,95.99,36.39,0.28,39.16,4.94
2.89,3.32,0.57,7.99,-2.65,2.67,96.42,49.77,0.44,57.21,3.3
3.67,3.66,0.72,6.63,-6.32,0.15,96.44,62.3,0.51,63.09,2.44
3.73,3.7,0.73,8.24,-7.67,0.28,96.39,62.5,0.51,62.98,2.2
3.7,3.71,0.72,9.01,-7.49,0.76,96.37,61.55,0.53,62.51,2.2
3.66,3.79,0.7,8.56,-6.85,0.85,96.31,62.41,0.51,65.31,2.32
3.41,3.62,0.66,8.23,-5.4,1.41,96.47,58.73,0.49,63.17,2.62
1.28,3.25,0.24,6,-0.97,2.51,96.71,24.09,0.23,57.68,3.72
1.27,3.26,0.24,8.87,3.69,6.27,96.63,23.65,0.23,58.71,5.19
1.17,2.88,0.22,8.25,4.33,6.29,96.52,21.28,0.16,50.77,5.37
2.09,2.91,0.39,8.41,2.7,5.56,96.4,37.4,0.33,50.83,4.82
0.79,2.35,0.15,7.35,5.5,6.43,96.98,14.81,0.12,39.46,5.8
3.36,3.59,0.62,8.55,2.57,5.55,97.24,59.01,0.45,63.48,4.76
3.22,3.94,0.59,9.94,-2.56,3.69,96.99,57.02,0.56,69.55,3.3
2.92,3.95,0.53,12.3,-2.58,4.86,96.72,52.71,0.58,70.34,3.3
3.27,3.66,0.59,13.11,0.96,7.03,96.97,57.66,0.55,64.74,4.21
1.47,3.7,0.27,11.07,3.57,7.32,96.8,28.04,0.32,67.28,5.13
1.04,3.76,0.19,9.82,7.46,8.64,96.74,20.41,0.27,70.15,6.71
0.51,2.94,0.09,8.94,7.38,8.16,96.66,9.84,0.09,52.07,6.65
1,3.26,0.18,9.54,8.31,8.92,96.48,19.34,0.2,57.85,7.08
3.78,3.96,0.66,11.72,7.03,9.37,96.7,68.36,0.59,72.41,6.53
2.69,3.72,0.46,12.65,5.39,9.01,96.77,49.73,0.53,67.77,5.86
2.6,3.78,0.45,12.36,6.76,9.56,96.57,48.49,0.56,69.71,6.35
1.79,3.7,0.3,11.99,7.05,9.52,96.38,34.37,0.43,67.97,6.53
4.17,4.15,0.7,12.95,6.36,9.65,96.48,75.43,0.66,76.16,6.23
4.09,4.34,0.68,14.08,3.28,8.68,96.48,73.03,0.79,78.15,5
2.17,3.93,0.36,12.44,3.06,7.75,96.7,40.72,0.54,70.72,4.94
1.62,3.86,0.27,12.38,3.53,7.95,96.47,31.02,0.48,69.42,5.13
0.53,3.5,0.09,12.87,6.15,9.51,95.86,10.45,0.14,61.52,6.23
3.63,3.85,0.59,11.66,6.92,9.29,96,63.38,0.59,67.59,6.53
4.1,4.19,0.66,11.57,3.79,7.68,96.44,72.08,0.66,74.38,5.25
4.1,4.48,0.65,12.87,3.33,8.1,96.39,73.15,0.73,80.3,5.07
