All sky irradiance,Clear sky irradiance,ALLSKY  ICI,Temperature,Dew point,Wet bulb,Surface pressure,ALLSKY SFC PAR TOT,ALLSKY SFC UV INDEX,CLRSKY SFC PAR TOT,QV2M
7.12,8.02,0.64,30.72,12.39,21.55,95.34,132.06,2.25,147.23,9.52
8.22,8.33,0.73,30.91,11.54,21.23,95.36,151.6,2.48,153.27,8.97
8.37,8.48,0.74,31.89,9.49,20.69,95.2,153.94,2.54,155.55,7.93
7.92,8.45,0.7,32.31,10.69,21.51,95,146.8,2.5,155.33,8.61
7.69,8.02,0.68,32.34,11.98,22.15,94.83,142.47,2.3,147.91,9.4
7.24,7.94,0.64,30.58,11.65,21.12,94.99,132.6,2.09,143.95,9.16
6.92,7.82,0.61,28.73,7.07,17.9,94.98,126.32,2.06,140.59,6.71
8.59,8.68,0.76,27.27,6.62,16.94,95.15,153.84,2.31,154.68,6.59
8.35,8.53,0.73,31.19,6.83,19.01,95.32,150.6,2.49,152.83,6.65
7.48,7.97,0.66,32.07,8.7,20.38,95.18,137.93,2.3,145.63,7.57
6.72,7.51,0.59,31.72,11.98,21.85,95.29,124.3,2.05,136.81,9.34
7.98,8.17,0.7,32.08,12.64,22.36,95.39,150.27,2.54,152.7,9.7
8.07,8.23,0.71,31.82,12.4,22.11,95.22,148.69,2.4,150.7,9.58
8.26,8.34,0.73,31.17,10.46,20.82,95.08,152.34,2.48,152.91,8.61
8.01,8.18,0.7,30.37,12.05,21.21,95.42,149.23,2.32,151.16,9.34
5.57,8.03,0.48,28.85,14.49,21.67,95.53,106.05,1.7,148.36,10.93
5.92,7.78,0.52,28.21,15.43,21.82,95.64,111.58,1.71,143.34,11.54
5.54,7.68,0.48,28.41,15.68,22.05,95.62,104.72,1.62,140.91,11.72
7.98,8.05,0.7,31.23,14.75,22.98,95.2,149.44,2.36,149.82,11.11
8.16,8.24,0.71,33.52,13.69,23.61,94.99,151.69,2.4,152.12,10.5
8.19,8.3,0.71,33.78,13.3,23.54,94.98,151.78,2.48,152.86,10.31
8.22,8.33,0.72,33.9,12.44,23.17,94.96,152.82,2.59,153.79,9.7
5.72,8.1,0.5,32.8,11.41,22.1,94.98,109.51,1.93,150.8,9.09
8.06,8.29,0.7,33,9.65,21.33,95.18,150.74,2.52,153.84,8
8.06,8.14,0.7,33.98,12.56,23.27,94.91,151.23,2.63,151.8,9.7
7.62,7.98,0.66,33.51,16.26,24.88,94.79,142.17,2.41,147.62,12.39
7.35,7.81,0.64,32.85,14.42,23.64,94.76,136.27,2.23,143.16,11.05
6.62,7.87,0.58,31.39,13.55,22.48,94.94,123.83,2.09,144.62,10.44
7.75,8.1,0.67,32.09,11.89,21.99,95.05,142.47,2.31,147.55,9.28
7.92,8.16,0.69,34.24,13.67,23.96,94.87,148.76,2.55,151.98,10.38
7.19,7.88,0.62,36.08,16.83,26.46,94.76,137.27,2.35,148.48,12.7
7.44,7.63,0.65,38,16.99,27.49,94.57,142.53,2.31,145.02,12.88
6.11,7.39,0.53,38,16.78,27.39,94.56,117.84,2.07,140.13,12.7
7.45,7.56,0.65,35.82,15.19,25.51,94.78,141.67,2.35,142.8,11.54
6.51,7.94,0.57,35.75,13.33,24.54,94.62,123.84,2.16,147.98,10.13
5.21,7.4,0.45,34.12,15.51,24.81,94.55,99.23,1.66,136.16,11.84
2,6.62,0.17,30.23,17.52,23.87,94.69,40.78,0.55,120.86,13.31
8.01,8.09,0.7,30.98,15.77,23.37,94.58,149.15,2.32,149.82,11.96
8.15,8.29,0.71,31.65,14.15,22.9,94.54,153.48,2.65,155.14,10.8
7.92,8.33,0.69,32.48,15.4,23.94,94.73,147.78,2.66,154.45,11.66
7.75,8.07,0.67,34.76,14.22,24.49,94.97,146.8,2.58,151.9,10.8
6.28,7.18,0.55,35.61,14.37,24.99,95.07,119.8,2.01,134.45,10.86
7.2,7.59,0.62,34.69,15.03,24.86,95.14,136.29,2.35,142.52,11.29
6.39,7.62,0.55,33.15,18.62,25.89,95.06,120.96,2.12,142.04,14.22
3.9,6.9,0.34,32.23,19.69,25.96,95.12,73.38,1.15,126.02,15.2
7.77,7.99,0.68,34.91,19.08,27,94.87,147.09,2.58,150.17,14.71
7.65,8.08,0.67,36.63,18.64,27.63,94.6,143.38,2.52,150.2,14.28
6.87,7.3,0.6,38.11,17.55,27.83,94.35,127.63,2.1,134.41,13.55
6.42,6.95,0.56,34.85,18.12,26.48,94.33,120.02,1.89,128.55,14.1
4.32,6.93,0.38,32.82,19.64,26.23,94.6,84.44,1.32,129.22,15.44
5.92,6.8,0.52,32.78,17.9,25.33,94.74,112.52,1.73,127.17,13.79
5.32,6.39,0.47,33.02,22.4,27.71,94.68,100.93,1.52,118.9,18.13
5.17,6.91,0.45,33.28,20.23,26.76,94.57,98.98,1.62,127.98,15.99
4.67,6.86,0.41,30.8,21.37,26.08,94.94,90.8,1.47,128.18,16.91
4.94,7.56,0.44,31.71,21.19,26.44,95.05,96.82,1.79,144.18,16.72
7.63,7.96,0.67,32.52,21.3,26.91,95,148.29,2.65,153.62,16.85
7.49,7.77,0.66,33.74,21.4,27.57,94.76,144.73,2.6,149.12,17.03
7.15,7.59,0.63,34.78,20.95,27.87,94.25,136.29,2.34,143.41,16.72
6.27,7.05,0.55,35.33,21.4,28.37,94.03,119.11,1.98,132.1,17.27
2.72,6.3,0.24,32.43,21.87,27.15,94.46,54.73,0.88,117.98,17.58
5.3,6.4,0.47,30.76,23.6,27.18,94.69,100.58,1.52,119.73,19.41
5.84,6.77,0.52,31.31,23.19,27.25,94.61,110.9,1.79,126.56,18.98
6.25,6.78,0.56,30.73,23.05,26.89,94.72,118.43,1.88,127.23,18.74
4.64,6.79,0.41,31.06,22.94,27,94.98,90.93,1.51,128.85,18.55
6.81,7.14,0.61,31.47,22.67,27.07,95.03,131.45,2.26,136.88,18.31
4.61,6.44,0.41,29.89,23.17,26.53,95.15,89.7,1.41,121.57,18.8
5.2,6.69,0.47,30.37,23.5,26.93,95.05,101.37,1.66,127.9,19.17
5.9,6.78,0.53,30.05,23.55,26.8,94.86,114.96,1.97,130.41,19.29
1.45,6.85,0.13,29.75,23.96,26.85,94.94,30.78,0.48,132.32,19.78
7.46,7.57,0.68,30.5,22.62,26.56,94.98,146.14,2.58,147.84,18.19
4.6,7.49,0.41,30.42,22.6,26.51,94.91,91.2,1.62,144.88,18.19
7.3,7.59,0.66,31.3,22.54,26.92,94.76,142.02,2.48,147.03,18.13
6.51,7.44,0.59,32.26,22.55,27.4,94.62,126.78,2.23,143.43,18.19
5.36,7.21,0.49,31,23.7,27.35,94.63,106.42,1.93,139.95,19.59
2.51,7.35,0.23,30.52,24.55,27.54,94.9,53.28,1.1,144.6,20.51
3,7.15,0.27,29.23,24.21,26.73,95.17,62.88,1.23,139.83,20.02
4.52,6.96,0.41,28.86,24.06,26.46,95.18,90.32,1.71,134.7,19.84
6.94,7.16,0.64,30.4,23.76,27.08,94.95,133.82,2.39,137.69,19.53
6.48,6.92,0.6,31.48,23.71,27.59,94.78,124.59,2.13,132.28,19.53
5.9,6.52,0.55,32.07,24.21,28.14,94.67,111.22,1.79,121.96,20.14
6.28,6.59,0.59,32.87,23.79,28.33,94.75,118.23,1.94,123.57,19.65
5.69,6.26,0.53,32.87,23.15,28.01,94.87,106.25,1.7,116.3,18.86
5.47,6.75,0.52,32.08,23.3,27.69,94.78,103.8,1.76,126.61,19.04
4.55,6.05,0.43,30.69,22.6,26.65,94.93,84.22,1.23,110.12,18.25
6.15,6.72,0.58,31.23,22.75,26.99,95.14,115.22,1.82,125.1,18.31
6.11,6.58,0.58,30.23,24.08,27.15,95.24,114.97,1.8,123.25,19.84
2.88,6.48,0.27,29.52,24.02,26.77,95.17,56.95,0.96,121.55,19.78
6.19,6.63,0.59,30.07,24.39,27.23,95.12,118.1,1.99,125.93,20.2
2.8,6.32,0.27,30.09,24.09,27.09,95.17,56.23,0.93,119.64,19.84
6.43,6.55,0.62,29.63,23.62,26.62,95.21,121.5,1.95,123.55,19.29
6.68,6.71,0.64,29.97,21.82,25.9,95.05,125.57,2.01,126.22,17.33
6.73,6.85,0.65,30.58,21.8,26.19,95.13,127.86,2.05,130.22,17.27
5.53,6.48,0.54,30.98,22.81,26.9,95.1,103.75,1.6,120.3,18.43
5.64,6.38,0.55,31.82,23.06,27.44,94.89,105.52,1.65,118.41,18.74
5.51,6.59,0.54,30.05,22.17,26.12,94.9,105.13,1.7,124.34,17.76
6.42,6.61,0.63,29.37,21.23,25.3,94.93,121.41,1.86,125,16.72
4.81,6.55,0.48,29.18,20.8,24.98,94.98,92.24,1.45,123.17,16.3
6.23,6.48,0.62,29.54,20.17,24.85,95.16,117.46,1.8,121.94,15.62
7.04,7.04,0.7,30.47,19.9,25.19,95.1,134.24,2.11,134.36,15.38
7,7.02,0.7,30.24,19.68,24.96,95.04,132.69,2.14,133.2,15.2
4.56,6.84,0.45,30.55,20.48,25.51,95.11,88.62,1.54,130.9,15.99
6.89,6.88,0.7,30.7,20.02,25.37,95.27,131.9,2.15,132.05,15.5
6.93,6.93,0.7,30.41,20.14,25.27,95.12,131.59,2.09,131.92,15.62
4.96,6.62,0.5,30.02,21.4,25.71,95.1,95.07,1.55,125.38,16.91
6.2,6.35,0.63,29.12,20,24.55,95.26,115.8,1.73,118.79,15.44
6.91,6.89,0.71,30.31,17.08,23.69,95.06,127.7,2,127.82,12.94
6.59,6.86,0.68,30.2,15.21,22.7,95,119.19,1.82,124.29,11.54
5.96,6.68,0.62,29.97,16.62,23.29,95.4,110.39,1.69,123.38,12.45
6.64,6.72,0.7,29.26,17.43,23.34,95.72,124.09,1.86,125.99,13.06
6.31,6.44,0.66,29.87,17.23,23.55,95.66,117.34,1.73,120.05,12.94
6.48,6.48,0.68,28.3,18.43,23.36,95.59,120.15,1.79,120.55,13.98
6.41,6.43,0.68,28.45,17.72,23.08,95.56,118.57,1.75,119.45,13.37
6.48,6.49,0.69,28.98,16.02,22.5,95.6,120.22,1.75,120.89,11.96
6.55,6.59,0.7,30.12,14.51,22.32,95.52,120.91,1.71,122.01,10.93
6.65,6.68,0.71,29.92,14.75,22.33,95.64,122.84,1.77,123.87,11.05
6.67,6.66,0.72,29.97,14.84,22.4,95.62,123.66,1.83,123.88,11.11
6.55,6.54,0.71,29.6,15.15,22.38,95.59,122.02,1.87,122.29,11.35
6.16,6.3,0.67,29.75,16.15,22.95,95.58,113.14,1.7,116.02,12.15
6.02,6.08,0.66,29.93,16.24,23.08,95.35,109,1.59,110.33,12.21
5.92,6.06,0.66,29.94,16.59,23.26,95.34,108.88,1.54,111.64,12.51
5.94,5.97,0.66,29.73,17.25,23.49,95.41,108.74,1.49,109.63,13
6.09,6.15,0.68,29.73,17.01,23.37,95.49,113.17,1.59,114.62,12.76
6.19,6.18,0.7,30.25,16.64,23.44,95.53,114.71,1.66,114.93,12.51
5.98,6.12,0.68,29.74,15.18,22.46,95.42,110.35,1.62,113.11,11.41
5.18,5.91,0.59,29.11,15.58,22.34,95.32,95.92,1.49,109.2,11.72
4.6,6,0.53,29.65,14.05,21.85,95.3,85.27,1.39,110.12,10.62
1.45,5.51,0.16,26.17,18.16,22.16,95.16,29.77,0.55,103.11,13.85
4.36,5.35,0.51,25.2,18.7,21.95,95.45,81.79,1.21,99.45,14.22
6.03,6.02,0.7,27.03,17.62,22.32,95.41,113.7,1.66,114.17,13.24
5.9,5.96,0.7,27.05,16.84,21.95,95.25,109.95,1.61,111.88,12.7
5.8,5.85,0.69,26.44,16.7,21.57,95.43,108.18,1.55,109.88,12.51
5.47,5.57,0.65,25.95,16.49,21.23,95.7,101.37,1.4,103.96,12.33
5.58,5.59,0.67,25.92,15.39,20.65,95.83,101.64,1.34,102.61,11.47
5.67,5.65,0.69,26.01,14.23,20.12,96.12,103.92,1.37,104.39,10.62
5.87,5.87,0.71,26.86,11.22,19.04,96.15,107.12,-999,107.95,8.73
5.99,5.95,0.73,27.41,10.31,18.87,96.14,108.7,1.56,108.89,8.18
5.92,5.88,0.73,26.87,11.5,19.19,96.05,107.02,1.54,107.14,8.91
5.69,5.65,0.71,27.26,10.91,19.08,95.8,102.84,1.41,102.93,8.61
5.64,5.6,0.7,27.17,11.25,19.21,95.9,101.81,1.36,101.94,8.79
5.59,5.59,0.7,27.12,12.19,19.65,95.99,101.88,1.36,102.55,9.28
5.26,5.36,0.67,27.35,12.51,19.93,95.89,96.76,1.27,99.31,9.52
5.3,5.27,0.68,27.39,12.17,19.78,95.94,97.38,1.25,97.54,9.28
5.58,5.54,0.72,27.17,11.76,19.47,95.77,101.95,1.36,102.02,9.09
5.51,5.46,0.72,26.99,10.48,18.73,95.43,98.92,1.31,98.99,8.36
5.26,5.22,0.69,26.48,10.09,18.29,95.4,93.73,1.23,93.85,8.18
5.15,5.13,0.68,26.74,12.23,19.48,95.73,92.82,1.26,93.2,9.4
4.74,4.81,0.63,26.8,14.8,20.8,95.97,85,1.15,86.99,11.05
4.28,4.49,0.57,26.37,16.41,21.39,95.98,75.89,0.96,80.27,12.21
1.63,3.73,0.22,25.37,17.58,21.48,96.25,30.4,0.37,65.8,13.12
4.87,4.83,0.66,25.08,14.94,20.01,96.36,90.27,1.13,90.55,11.05
4.92,4.97,0.68,25.4,14.2,19.8,96.34,91.68,1.16,93.37,10.56
5.04,4.99,0.7,25.63,13.85,19.74,96.2,92.84,1.16,92.93,10.31
3.88,4.62,0.54,24.73,13.98,19.36,96.18,72.09,0.96,85.59,10.44
3.07,4.09,0.43,21.71,16.03,18.87,96.26,56.65,0.73,74.41,11.84
4.57,4.53,0.65,21.73,12.66,17.2,96.15,82.56,0.95,82.78,9.52
5.08,5.03,0.73,22.46,7.93,15.19,96.12,91.13,1.09,91.33,6.96
4.95,4.96,0.71,22.71,7.64,15.18,96.15,89.28,1.02,90.39,6.84
4.92,4.97,0.71,21.91,8.06,14.99,96.11,88.97,1.02,90.8,7.02
2.52,4.34,0.37,21.2,11.59,16.4,96.03,47.58,0.64,79.66,9.03
0.77,4.2,0.12,16.69,14.48,15.58,96.39,15.35,0.18,77.37,10.74
3.23,4.59,0.48,17.33,11.84,14.59,96.67,60.25,0.64,85.25,8.97
4.45,4.67,0.67,18.18,8.97,13.58,96.48,80.39,0.8,85.19,7.45
4.67,4.61,0.71,19.59,4.9,12.24,96.44,82.54,0.82,82.59,5.68
4.76,4.7,0.73,19.7,5.34,12.52,96.47,84.15,0.88,84.23,5.86
4.55,4.49,0.7,19.99,7.08,13.54,96.51,80.98,0.88,81.07,6.53
4.45,4.4,0.69,19.88,7.95,13.92,96.51,79.41,0.84,79.61,6.96
4,4.31,0.62,19.78,10.22,15,96.52,72.49,0.84,78.62,8.12
3.43,4.12,0.54,20.47,11.81,16.14,96.53,62.55,0.72,74.81,8.97
3.13,3.6,0.5,19.08,12.46,15.76,96.37,55.55,0.61,64.61,9.4
1.56,2.41,0.25,17.79,12.23,15.01,95.96,25.95,0.21,38.55,9.34
2.54,2.54,0.41,17.91,8.88,13.4,96.24,39.89,0.28,40.59,7.45
3.99,3.99,0.65,17.52,5.64,11.58,96.35,69.08,0.62,69.91,5.92
3.6,4.33,0.59,18.12,6.29,12.2,96.39,64.56,0.7,77.55,6.23
3.42,3.76,0.57,18.47,7.2,12.83,96.55,60.59,0.55,66.84,6.59
1.83,3.31,0.3,15.05,9.61,12.33,96.58,33.08,0.32,58.05,7.75
1.35,3.05,0.23,13.91,9.08,11.5,96.48,24.66,0.23,53.05,7.51
2.01,3.64,0.34,15.69,8.9,12.3,96.53,37.54,0.45,65.77,7.45
1.51,3.76,0.26,15.22,8.69,11.95,96.41,29.08,0.38,69.68,7.39
3.57,3.52,0.62,16.52,12.46,14.49,96.52,63.28,0.61,63.44,9.4
4.27,4.22,0.74,17.59,7.74,12.67,96.24,76.62,0.74,76.69,6.9
4.11,4.07,0.72,17.84,5.62,11.73,96.21,73.74,0.73,74.03,5.92
4.16,4.11,0.73,16.31,5.98,11.14,96.36,73.97,0.7,74.07,6.1
4.23,4.18,0.75,18.32,1.65,9.98,96.26,74.6,0.7,74.71,4.52
3.83,3.95,0.69,18.45,2.61,10.53,96.45,67.62,0.67,70.56,4.82
3.75,3.88,0.68,18.27,3.64,10.96,96.61,66.23,0.69,69.17,5.19
3.57,3.74,0.65,17.95,5.18,11.56,96.5,62.88,0.64,66.55,5.74
3.88,3.83,0.71,17.88,5.01,11.45,96.38,67.34,0.64,67.47,5.68
3.01,3.66,0.55,17.28,4.19,10.73,96.33,53.04,0.53,64.46,5.37
3.42,3.53,0.63,16.83,4.58,10.71,96.42,59.95,0.53,62.59,5.55
3.54,3.62,0.66,15.71,5.55,10.63,96.58,61.89,0.54,63.99,5.92
2.11,3.71,0.4,15.67,3.57,9.62,96.4,38.22,0.41,66.36,5.19
3.4,3.44,0.64,14.86,4.16,9.51,96.25,58.57,0.46,60.01,5.37
3.61,3.56,0.69,15.53,1.24,8.39,96.15,61.78,0.52,61.88,4.33
3.5,3.45,0.67,16.08,2.21,9.14,96.46,59.86,0.48,59.92,4.7
3.34,3.45,0.64,16.73,3.15,9.94,96.74,59.98,0.51,62.74,5
2.63,3.04,0.51,16.98,5.28,11.12,96.66,46.14,0.38,53.44,5.8
2.93,2.88,0.57,17.51,5.64,11.58,96.35,48.92,0.36,48.99,5.92
3.39,3.34,0.66,17.43,5.03,11.23,96.5,58.19,0.48,58.3,5.68
3.42,3.47,0.67,17.9,3.74,10.82,96.51,59.67,-999,61.22,5.19
2.91,3.47,0.58,17.97,5.07,11.51,96.24,51.83,0.59,61.7,5.74
2.42,3.33,0.48,18.4,5.26,11.83,96.41,43.78,0.52,59.48,5.8
3.44,3.43,0.69,18.47,5.46,11.96,96.39,60.88,0.62,61.55,5.86
3.06,3.04,0.61,17.71,6.1,11.9,96.52,52.22,0.45,52.74,6.1
2.33,2.85,0.47,17.3,6.59,11.94,96.35,40.3,0.38,48.41,6.35
1.45,2.13,0.29,14.42,5.11,9.76,96.17,24.46,0.18,34.23,5.74
0.83,1.96,0.16,13.96,7.08,10.52,96.02,14.21,0.12,31.45,6.59
2.94,2.89,0.59,9.52,2.12,5.83,96.05,48.94,0.36,49.09,4.7
3.43,3.39,0.7,10.34,-3.5,3.42,96.29,57.38,0.44,57.7,3.05
3.21,3.39,0.66,11.99,-2.33,4.83,96.29,54.8,0.45,58.54,3.42
3.37,3.33,0.69,11.87,1.16,6.52,96.58,57.98,0.47,58.34,4.33
3.6,3.56,0.73,12.11,-2.41,4.85,96.4,61.02,0.56,61.33,3.36
3.41,3.38,0.7,12.2,-2.23,4.99,96.26,58.01,0.55,58.48,3.42
3.13,3.09,0.64,13.07,-1.42,5.83,96.54,53.07,0.38,53.37,3.6
3.51,3.5,0.72,11.69,-1.67,5.01,96.69,60.74,0.5,61.52,3.48
3.37,3.35,0.7,11.83,-1.17,5.33,96.55,57.95,0.46,58.56,3.66
3.37,3.34,0.7,12.14,0.57,6.35,96.69,58.04,0.38,58.4,4.15
3.48,3.51,0.72,12.04,-0.13,5.95,96.55,59.77,0.4,61.02,3.97
1.7,2.86,0.35,9.83,2.85,6.33,96.81,30.3,0.21,48.58,4.88
2.93,2.92,0.6,9.33,1.76,5.55,96.92,48.62,0.3,49.32,4.46
3.53,3.55,0.73,9.55,-3.26,3.15,96.95,58.98,0.42,60.07,3.11
2.96,3.43,0.61,10.94,-4.27,3.33,96.91,51.98,0.45,60.5,2.87
1.34,3.13,0.27,13.19,-1.11,6.04,96.85,25.01,0.29,56.36,3.66
2.9,3.25,0.59,14.22,4.65,9.44,96.92,52.48,0.45,59.3,5.49
3.55,3.52,0.73,15.3,5.04,10.16,96.96,63.71,0.49,64.22,5.68
3.59,3.55,0.73,15.41,3.28,9.35,96.7,62.91,0.51,63.26,5
3.63,3.63,0.74,13.75,1.69,7.72,96.66,62.91,0.48,63.77,4.52
3.28,3.66,0.66,13.68,-0.25,6.71,96.88,57.04,0.45,63.77,3.97
3.45,3.53,0.7,15.61,-0.6,7.5,96.85,60.31,0.44,62.48,3.78
3.08,3.31,0.62,14.83,0.41,7.62,96.98,55.3,0.46,59.78,4.09
2.64,3.3,0.53,14.73,1.99,8.36,96.63,48.95,0.45,61.02,4.58
1.63,2.83,0.33,12.48,7.15,9.81,96.69,30.35,0.31,50.39,6.53
3.21,3.35,0.64,12.97,6.17,9.57,96.72,56.99,0.57,60.16,6.1
2.16,3.43,0.43,13.43,3.54,8.48,96.56,39.87,0.39,61.15,5.13
2.95,3.29,0.59,14.3,4.55,9.42,96.68,52.84,0.44,59.07,5.49
3.49,3.45,0.69,12.84,6.31,9.58,96.74,61.02,0.46,61.37,6.16
3.35,3.7,0.66,12.7,1.12,6.91,96.44,59.55,0.55,66.23,4.33
3.64,3.75,0.71,13.9,-1.19,6.36,96.39,64.14,0.56,67.06,3.66
3.14,3.5,0.61,14.21,1.51,7.87,96.45,55.65,0.47,62.23,4.46
0.7,2.82,0.13,11.02,4.68,7.85,96.38,13.45,0.12,49.77,5.55
3.02,3.24,0.58,12.47,3.24,7.86,96.42,53.21,0.42,57.48,5
2.74,3.14,0.52,13.11,3.28,8.19,96.35,48.22,0.41,55.16,5
3.36,3.34,0.64,12.87,2.58,7.73,96.47,57.99,0.45,58.62,4.76
3.75,3.71,0.71,13.07,0.52,6.8,96.1,64.27,0.56,64.62,4.15
2.38,3.7,0.45,12.94,0.72,6.83,96.24,42.46,0.42,64.87,4.21
1.97,3.4,0.37,11.95,1.51,6.73,96.3,34.91,0.3,58.76,4.46
3.49,3.75,0.65,12.19,-1.53,5.33,96.36,59.91,0.46,64.73,3.6
3.88,4.05,0.71,12.45,-5.49,3.48,96.46,64.53,0.58,68.2,2.62
2.43,3.7,0.45,11.92,-3.76,4.08,96.59,41.38,0.44,62.2,3.05
1.91,3.79,0.34,11.3,-2.63,4.33,96.54,33.7,0.39,64.04,3.3
2.53,3.97,0.45,12.02,-2.14,4.94,96.72,44.42,0.54,68.65,3.36
3.19,4.13,0.57,11.9,-0.7,5.6,96.6,55.47,0.6,71.96,3.78
3.1,4.11,0.55,11.83,-0.28,5.77,96.45,54.83,0.57,72.84,3.91
1.98,3.55,0.35,11.65,2.81,7.23,96.41,36,0.41,62.66,4.88
3.68,3.68,0.64,12.86,4.8,8.83,96.4,64.41,0.68,65.3,5.55
1.83,3.63,0.31,12.24,5.37,8.8,96.38,34.37,0.4,65.55,5.92
1.01,3.08,0.17,10.55,8.21,9.38,96.43,19.43,0.22,54.92,7.08
3.08,3.65,0.52,12.67,6.62,9.65,96.5,55.02,0.52,65.17,6.35
3.96,3.96,0.67,12.54,1.97,7.25,96.45,68.14,0.54,69.23,4.58
4.2,4.16,0.7,13.11,0.91,7.01,96.53,72.7,0.63,73.1,4.27
4.35,4.29,0.73,13.17,0.48,6.83,96.55,75.9,0.72,75.95,4.09
4.43,4.41,0.73,14.06,0.28,7.17,96.63,77.16,0.74,77.8,4.03
3.64,4.43,0.59,15.39,-0.7,7.34,96.42,64,0.66,77.87,3.78
4.45,4.45,0.72,15.48,0.12,7.8,96.37,76.88,-999,77.86,4.03
2.79,4.16,0.45,15.16,0.91,8.04,95.98,49.91,0.46,72.15,4.27
3.57,3.7,0.57,15.19,3.06,9.12,96.39,60.09,0.52,63.03,4.94
3.9,3.92,0.62,14.3,3.2,8.76,96.48,65.91,0.71,67.14,5
4.03,4.1,0.63,14.89,4.01,9.45,96.27,69.39,0.77,71.31,5.31
1.61,3.45,0.25,11.23,5.51,8.37,95.94,29.59,0.36,58.27,5.86
2.41,3.3,0.38,9.99,5.44,7.72,95.75,41.64,0.34,55.9,5.86
3.65,4.16,0.55,10.69,1.97,6.33,96.21,63.78,0.61,72.29,4.58
4.41,4.43,0.66,12.83,0.79,6.81,96.33,76.42,0.64,77.63,4.21
4.58,4.54,0.69,12.75,1.44,7.09,96.56,78.65,0.7,78.95,4.39
4.62,4.61,0.69,12.97,1.57,7.27,96.66,79.37,0.71,80.09,4.46
4.87,4.83,0.72,13.95,0.68,7.31,96.75,83.64,0.74,83.88,4.21
4.86,4.87,0.71,15.13,1.87,8.5,96.79,84.64,0.78,85.73,4.58
5.06,5.01,0.73,16.51,1.78,9.15,96.63,87.7,0.91,87.81,4.52
1.07,4.51,0.16,16.98,6.23,11.6,96.45,21.05,0.3,81.45,6.29
4.81,4.97,0.69,15.56,8.18,11.87,96.52,84.82,0.88,88.08,7.08
5.32,5.29,0.75,17.88,3.44,10.66,96.42,92.9,1.07,93.2,5.13
5.44,5.42,0.77,18.8,2.51,10.65,96.43,94.55,1.2,95.12,4.76
5.59,5.59,0.78,18.4,2.27,10.34,96.26,95.8,1.3,96.52,4.76
5.49,5.49,0.76,20.36,0.68,10.52,96.09,94.27,1.11,95.02,4.27
5.3,5.28,0.73,19.51,1.32,10.42,96.35,92.96,0.96,93.43,4.39
5.02,5.04,0.68,18.93,3.92,11.43,96.72,87.7,0.91,88.89,5.25
5.11,5.07,0.69,19.78,5.45,12.62,96.63,88.27,0.92,88.51,5.86
5.15,5.17,0.69,19.76,6.68,13.22,96.66,89.14,-999,90.28,6.35
4.82,4.85,0.64,19.45,7.02,13.24,96.73,84.21,0.94,85.45,6.47
4.29,4.96,0.56,20.72,7.41,14.07,96.46,76.92,0.99,88.16,6.71
3.85,4.54,0.5,21.24,9.3,15.27,96.43,69.61,0.78,80.98,7.69
4.15,4.75,0.54,22.08,10.83,16.46,96.47,75.7,0.95,86.32,8.48
4.09,5.03,0.52,21.93,10.87,16.4,96.14,75.32,0.95,91.66,8.48
1.77,5.12,0.23,17.92,11.5,14.71,96.17,35.52,0.56,94.95,8.85
2.98,5.3,0.38,16.79,11.4,14.09,96.35,57.1,0.87,97.76,8.73
5.64,5.63,0.71,19.12,10.63,14.87,96.34,103.79,1.45,104.28,8.3
5.51,5.65,0.69,20.55,8.23,14.39,96.07,100.21,-999,103.2,7.08
5.57,5.6,0.69,20.48,8.78,14.63,96.02,100.31,1.3,101.32,7.45
4.8,5.47,0.59,21.34,9.96,15.65,96.12,86.91,1.1,98.32,8
1.23,4.97,0.15,17.79,12.83,15.31,95.98,25.52,0.38,91.12,9.7
1,4.61,0.12,15.37,13.09,14.23,95.85,20.79,0.29,81.92,9.83
0.93,5.35,0.11,13.94,10.09,12.01,96.11,19.84,0.31,98.58,8.06
4.78,5.69,0.57,14.87,9.37,12.12,96.32,88.62,1.15,104.46,7.69
5.89,6.11,0.7,16.55,8.57,12.55,96.52,107.86,1.46,112.22,7.2
2.77,5.71,0.33,14.99,8.11,11.55,96.25,53.7,0.8,104.73,7.14
0.94,4.98,0.11,14.8,11.94,13.37,96.07,19.61,0.28,89.37,9.09
4.37,5.38,0.51,17.32,13.34,15.33,95.94,80.38,0.96,97.57,10.01
5.36,5.68,0.62,18.39,12.37,15.38,95.86,95.21,1.15,101.02,9.4
4.5,5.96,0.52,18.72,8.83,13.78,96.15,82.37,1.18,107.58,7.39
6.58,6.55,0.75,18.42,5.28,11.85,96.42,117.44,1.67,117.6,5.8
6.87,6.85,0.77,19.58,5.15,12.36,96.02,120.84,1.64,121.32,5.8
5.24,6.49,0.59,20.88,5.16,13.02,95.87,95.8,1.52,117.56,5.8
1.81,5.92,0.2,19.07,8.67,13.87,96.28,36.23,0.65,108.3,7.45
2.61,5.86,0.29,18.26,11.71,14.98,96.63,51.12,0.87,108.48,8.91
6.31,6.47,0.7,19.51,10.94,15.23,96.46,115.66,1.44,119.03,8.48
6.74,6.74,0.73,21.58,9.5,15.54,96.22,122.39,1.55,123.01,7.75
5.3,6.46,0.58,22.14,11.45,16.8,96.23,99.06,1.38,119.13,8.85
5.72,6.33,0.62,23.33,11.77,17.55,96.06,105.32,1.51,116.07,9.03
