Date_time,All sky irradiance,Clear sky irradiance,ALLSKY  ICI,Temperature,Dew point,Wet bulb,Relative humidity,Precipitation,Surface pressure,Wind direction,ALLSKY SFC PAR TOT,ALLSKY SFC UV INDEX,CLRSKY SFC PAR TOT,QV2M,Wind speed at 2m
6/29/16,7.23,7.34,0.63,34.48,20.9,27.69,48.31,0.05,95.08,184.69,137.58,2.52,138.96,16.42,1.62
6/30/16,7.23,7.44,0.63,35.65,21.86,28.76,47.81,0,94.74,195.31,138.37,2.51,141.39,17.46,1.94
7/1/16,6.67,7,0.59,35.91,19.98,27.94,43.25,0.1,94.34,183.19,126.48,2.09,131.68,15.75,1.84
7/2/16,5.86,6.84,0.52,34.43,22.02,28.23,51.5,7.82,94.35,169.19,111.84,1.79,128.25,17.76,1.86
7/3/16,6.3,7.38,0.55,31.29,23.27,27.28,63.62,33.77,94.64,174.19,123.41,2.27,142.47,18.98,2.1
7/4/16,7.21,7.63,0.63,31.97,22.11,27.04,59.12,0.35,94.64,198.44,139.02,2.3,146.09,17.76,1.34
7/5/16,6.62,7.46,0.58,33.66,21.16,27.41,50.81,0.34,94.49,190.31,127.04,2.12,140.93,16.85,1.11
7/6/16,6.77,7.38,0.59,33.4,22.29,27.84,54.5,15.61,94.55,168.38,129.63,2.27,139.47,17.94,1.49
7/7/16,6.93,7.39,0.61,34.17,21.39,27.78,49.62,2.6,94.77,186,132.15,2.24,139.54,16.97,1
7/8/16,7.07,7.58,0.62,34.92,20.74,27.83,46.5,0,94.62,206.06,134.43,2.26,142.66,16.36,1.4
7/9/16,6.17,7.1,0.55,33.18,22.09,27.63,54.62,8.83,94.61,188.19,118.55,1.95,134.32,17.76,1.75
7/10/16,7.55,7.72,0.66,33.03,20.98,27.01,52.94,0.2,94.52,255.31,142.93,2.52,145.24,16.6,1.45
7/11/16,6.66,7.57,0.59,33.18,22.06,27.62,55.62,8.12,94.57,178.38,125.99,2.21,141.06,17.76,1.45
7/12/16,5.9,6.53,0.52,34.17,22.26,28.22,52.88,1.96,94.72,175.44,109.34,1.71,119.68,17.94,1.48
7/13/16,5.3,6.48,0.47,32.26,24.05,28.16,63.75,35.7,94.75,147.88,100.23,1.67,120.41,19.9,1.84
7/14/16,4.93,6.1,0.44,33.31,24.39,28.85,61.94,19.1,94.56,188.12,91.37,1.44,111.17,20.39,1.6
7/15/16,5.86,6.37,0.52,32.53,21.55,27.04,56.19,6.31,94.65,187.56,106.87,1.73,114.99,17.27,1.33
7/16/16,6.28,6.62,0.55,31.75,23.52,27.63,63.94,9.99,94.7,176.44,117.21,1.8,122.55,19.35,1.39
7/17/16,5.49,6.81,0.49,30.69,24.03,27.37,69.12,7.06,94.85,177.19,106.48,1.82,128.65,19.84,2.09
7/18/16,6.53,7,0.59,29.49,23.93,26.71,73.38,21.48,94.91,178.12,125.64,2.15,133.41,19.71,2.15
7/19/16,7.57,7.67,0.68,30.72,22.33,26.53,64.06,3.25,94.9,202.56,144.12,2.46,145.35,17.94,1.6
7/20/16,7.71,7.82,0.69,32.27,21.37,26.82,55.56,0,94.84,172.56,144.41,2.52,145.86,16.91,1.59
7/21/16,7.17,7.69,0.64,32.82,22.9,27.86,58.25,0,94.73,184.38,135.7,2.35,144.12,18.62,1.55
7/22/16,6.34,7.29,0.57,32.43,22.02,27.23,57.94,9.17,94.71,152.56,120.55,2.12,136.74,17.76,1.67
7/23/16,6.81,7.07,0.61,32.65,21.57,27.11,54.5,0,94.94,163.75,128.28,2.15,132.48,17.15,1.21
7/24/16,6.12,6.78,0.55,31.33,23.82,27.58,66,4.14,95.09,171.31,115.63,1.85,126.7,19.59,1.53
7/25/16,6.42,6.65,0.58,31.64,24.13,27.88,66.38,7.29,95.04,160.38,120.96,1.95,124.34,19.96,1.39
7/26/16,5.97,6.83,0.54,31.38,24.68,28.03,69,11.64,95.02,164.75,114.48,1.92,129.05,20.63,1.31
7/27/16,3.19,6.09,0.29,29.73,25.16,27.45,77.31,52.99,95.17,165.5,63.12,0.98,114.36,21.18,1.89
7/28/16,6.12,6.72,0.55,28.25,24.21,26.23,79.88,1.67,95.2,175.56,116.7,1.91,126.85,19.96,1.63
7/29/16,6.76,7.19,0.62,29.53,23.9,26.72,73.25,1.02,94.93,161.88,128.45,2.11,136.13,19.65,1.53
7/30/16,4.86,6.45,0.45,29.44,24.34,26.89,75.25,12.35,94.94,165.88,92.82,1.56,121.6,20.2,1.76
7/31/16,6.33,6.71,0.58,29.63,23.87,26.75,72.5,0.02,94.97,158.56,120.88,1.95,127.34,19.65,1.61
8/1/16,6.8,6.99,0.62,30.73,23.78,27.26,68.25,0.77,94.71,175,128.23,2.09,131.39,19.59,1.72
8/2/16,3.91,6.77,0.36,30.14,23.64,26.89,69.94,8.18,94.69,186.94,75.5,1.23,125.7,19.41,1.72
8/3/16,6.98,7.17,0.65,29.65,23.44,26.54,71.12,0.06,94.87,184.81,133.23,2.2,136.6,19.17,1.29
8/4/16,7.33,7.42,0.68,30.94,23.76,27.35,67.62,0.01,94.91,170.44,141.81,2.54,143.33,19.53,1.41
8/5/16,6.34,7.22,0.59,32.41,23.55,27.98,62.31,0.4,94.86,165.06,122.9,2.3,138.51,19.35,1.51
8/6/16,6.77,6.93,0.63,32.55,23.55,28.05,61.88,0.27,94.75,177.25,129.52,2.38,132.17,19.35,2.03
8/7/16,4.68,6.3,0.44,29.56,25.01,27.29,77.81,16.6,94.89,148.19,90.95,1.55,118.93,21.06,3.48
8/8/16,5.51,6.25,0.52,29.28,24.88,27.08,78.5,18.45,94.96,160.19,105.63,1.78,118.14,20.87,2.27
8/9/16,5.63,6.89,0.53,29.3,24.68,26.99,77.25,14.54,94.78,165.62,109.2,1.87,131.76,20.63,1.93
8/10/16,4.61,6.79,0.44,29.35,24.76,27.05,77.81,1.75,94.76,164.38,89.11,1.49,129.11,20.75,2.2
8/11/16,6.53,6.81,0.62,28.69,24.26,26.48,78.38,9.67,95.02,173.62,125.42,2.03,130.32,20.08,1.84
8/12/16,5.96,6.61,0.56,29.46,23.59,26.52,72.38,5.13,95.13,181.38,113.26,1.87,124.68,19.29,1.38
8/13/16,6.95,7.05,0.66,31.11,22.63,26.87,62.19,0,94.9,201.25,131.68,2.23,133.58,18.19,1.26
8/14/16,6.57,6.89,0.62,30.3,22.83,26.56,66.38,10.91,94.83,171.5,123.61,2.01,129.3,18.49,1.37
8/15/16,6.8,6.85,0.65,30.83,22.07,26.45,62,0.9,94.76,173.88,127.88,2.12,128.98,17.64,1.2
8/16/16,7.32,7.34,0.7,30.61,20.12,25.37,56.5,0,94.58,162.5,136.94,2.26,137.34,15.75,1.49
8/17/16,4.58,7.16,0.45,31.05,21.05,26.05,57.94,0.24,94.71,152.75,85.54,1.41,130.72,16.66,1.32
8/18/16,7.05,7.08,0.69,30.69,20.74,25.72,58.56,2.19,94.96,193.69,131.09,2.14,131.72,16.3,1.06
8/19/16,7.1,7.28,0.7,31.84,20.05,25.94,52.31,0,94.85,169.94,133.54,2.27,136.76,15.62,1.3
8/20/16,7.24,7.26,0.71,31.51,20.65,26.08,56.06,0,94.88,171.06,135.72,2.37,136.33,16.17,1.7
8/21/16,6.73,6.98,0.66,30.92,21.22,26.07,59.12,0.02,95.02,162.88,126.09,2.05,130.61,16.72,1.5
8/22/16,6.84,6.91,0.67,31.59,19.63,25.61,52.06,1.38,95.13,171.25,127.4,2.1,128.94,15.2,1.12
8/23/16,6.9,6.94,0.68,31.23,19.98,25.61,54.31,0,95.21,168.81,130.75,2.17,131.79,15.44,1.29
8/24/16,6.59,6.67,0.66,31.68,20.87,26.27,55.5,0.04,95.11,163.94,123.41,2.04,124.9,16.36,1.5
8/25/16,6.27,6.58,0.62,29.76,22.26,26.01,66.25,1.51,95.45,158.88,119.62,2.06,125.41,17.7,1.26
8/26/16,6.01,6.79,0.6,30.87,21.78,26.33,60.62,0.59,95.42,177.75,117.48,2.14,131.91,17.21,0.73
8/27/16,2.31,6.27,0.23,29.24,23.1,26.17,71.31,13.64,95.54,166.31,46.27,0.71,119.84,18.62,1.35
8/28/16,5.95,6.29,0.6,28.19,22.89,25.54,75.06,14,95.63,168.56,112.24,1.82,118.62,18.37,1.12
8/29/16,6.83,6.83,0.7,29.36,21.95,25.65,66.69,3.22,95.26,174.19,130.34,2.16,130.86,17.4,0.93
8/30/16,6.31,6.84,0.64,28.75,22.15,25.45,69.19,7.12,95.09,165.81,120.13,2.01,129.85,17.64,1.3
8/31/16,6.09,6.74,0.62,29.34,20.47,24.9,61.31,1.56,95.15,174.25,116.3,1.98,128.66,15.93,0.82
9/1/16,3.21,6.53,0.33,27.94,19.14,23.54,60.5,1.25,95.21,170.25,63.66,1.2,124.69,14.65,0.99
9/2/16,6.53,6.7,0.68,29.32,17.06,23.19,49.69,1.25,95.05,252.88,123.48,2.05,127.15,12.88,1.05
9/3/16,7.02,7,0.73,30.23,16.84,23.54,47.69,0.04,94.87,176.38,129.65,2.17,129.83,12.76,1.35
9/4/16,6.73,6.84,0.7,29.94,15.52,22.73,46.06,0,95.04,181.62,122.36,2.06,124.58,11.78,1.41
9/5/16,6.23,6.38,0.66,30,15.51,22.76,43.88,0.55,95.14,174.56,111.99,1.7,114.84,11.72,1.19
9/6/16,5.75,6.21,0.61,30.12,18.77,24.44,52.94,13.45,95.21,161.5,103.42,1.57,111.4,14.34,1.19
9/7/16,5.99,6.18,0.63,29.9,20.33,25.12,58.62,0.05,95.23,167.06,109.09,1.73,112.7,15.75,1.17
9/8/16,6.04,6.21,0.65,30.67,20.09,25.38,55.88,0,95.32,171.44,111.08,1.74,114.36,15.5,1.15
9/9/16,5.88,6.05,0.63,31.08,20.07,25.58,53.81,0,95.36,197.69,107.77,1.7,111.18,15.5,1.12
9/10/16,5.68,5.83,0.61,30.7,20.26,25.48,55.88,0.74,95.25,164.44,104.16,1.59,107.34,15.75,1.26
9/11/16,5.29,5.72,0.57,30.01,20.94,25.48,60.69,2.77,95.22,168.88,98.37,1.55,106.15,16.42,1.09
9/12/16,5.58,5.79,0.61,29.37,21.01,25.19,63.06,6.68,95.29,159.5,105,1.57,108.83,16.48,1.12
9/13/16,5.11,5.66,0.56,29.31,20.46,24.88,61.44,6.93,95.47,148.25,96.34,1.46,106.7,15.87,1.12
9/14/16,5.61,5.82,0.62,27.57,20.65,24.11,67.81,14.5,95.69,90.5,105.42,1.59,109.52,15.99,1.02
9/15/16,6.17,6.29,0.69,28.8,18.83,23.81,57.5,0,95.49,161.06,115.88,1.86,118.31,14.28,0.96
9/16/16,6.32,6.32,0.7,29.94,18.18,24.06,52.06,0,95.41,166.31,116.48,1.84,117.03,13.73,1.13
9/17/16,6.32,6.32,0.71,29.98,17.13,23.55,48.62,0,95.25,149.5,113.54,1.76,114.02,12.88,1.32
9/18/16,6.03,6.19,0.68,29.31,17.55,23.44,51.88,0,95.41,168.5,108.67,1.7,111.84,13.24,1.34
9/19/16,5.83,5.91,0.66,29.51,17.66,23.58,51.31,0,95.32,168.44,104.87,1.62,106.72,13.31,1.23
9/20/16,5.64,5.78,0.65,29.9,17.64,23.76,50.44,0.01,95.18,165.56,100.67,1.5,103.26,13.31,1.34
9/21/16,4.61,5.22,0.53,29.22,19.13,24.18,57.25,0.72,95.4,157.88,81.24,1.14,91.24,14.65,1.4
9/22/16,5.05,5.34,0.59,28.52,19.44,23.98,60.81,1.02,95.66,172,90.46,1.27,95.85,14.89,1.13
9/23/16,4.49,4.94,0.52,27.87,19.18,23.52,61.38,3.61,95.41,171.19,80.25,1.09,88.12,14.65,1.13
9/24/16,4.36,5.09,0.51,27.98,19.27,23.62,61.38,2.26,95.29,174.62,78.43,1.12,91.3,14.71,1.16
9/25/16,4.55,4.78,0.54,28.05,18.88,23.47,59.62,0.01,95.43,181.62,79.84,1.06,84.23,14.34,1.12
9/26/16,4.88,5.01,0.58,28.66,18.41,23.54,55.81,0.03,95.47,174.06,84.46,1.11,87.26,13.92,1.27
9/27/16,4.65,4.95,0.55,28.38,18.43,23.4,56.69,0,95.57,162,79.83,1.05,85.38,13.92,1.16
9/28/16,4.95,5.18,0.59,28.57,18.25,23.41,55.56,0,95.42,165.44,85.41,1.16,89.88,13.79,1.13
9/29/16,4.63,4.87,0.56,27.74,18.94,23.33,60.75,0.15,95.51,164.06,81.55,1.13,86.14,14.4,0.93
9/30/16,4.54,4.62,0.55,29.12,18.97,24.04,56.44,0,95.53,147.12,81.23,1.12,83.2,14.4,0.91
10/1/16,4.8,4.97,0.59,28.92,18.42,23.67,55.12,0,95.6,140.69,87.39,1.29,91.08,13.92,1.1
10/2/16,4.95,5.04,0.62,29.31,18.62,23.97,55.31,1.13,95.79,123.5,91.02,1.35,93.31,14.1,1.26
10/3/16,4.98,5.04,0.62,29.98,17.69,23.83,49.94,0.11,95.65,157.31,90.99,1.35,92.77,13.31,0.87
10/4/16,5.04,5.04,0.63,29.52,16.56,23.05,48,0.11,95.4,157.56,90.93,1.27,91.77,12.45,1.03
10/5/16,3.69,4.64,0.47,27.73,17.38,22.56,54.75,23.07,95.41,143.12,67.52,0.96,84.47,13.06,0.88
10/6/16,4.38,4.91,0.56,27.59,16.56,22.08,52.75,0.07,95.62,138.44,80.21,1.12,90.13,12.39,0.94
10/7/16,5.06,5.06,0.66,27.24,15.81,21.53,51.69,0.28,95.72,153.69,92.7,1.27,93.44,11.78,1.02
10/8/16,5.26,5.23,0.68,27.44,13.98,20.71,46.75,0,95.63,143.19,95.48,1.25,95.95,10.56,1.11
10/9/16,5.34,5.32,0.7,27.15,13.15,20.15,44.25,0,95.52,155.56,96.04,1.24,96.64,9.95,1.21
10/10/16,5.35,5.33,0.7,26.3,10.62,18.46,40.19,0,95.56,156.75,95.95,1.23,96.55,8.48,1.02
10/11/16,5.39,5.35,0.72,26.01,9.22,17.62,37.5,0,95.53,138.31,95.62,1.2,95.79,7.69,1.19
10/12/16,5.26,5.22,0.7,25.9,8.55,17.23,36.19,0,95.48,143.88,92.49,1.14,92.7,7.39,1.08
10/13/16,5.36,5.32,0.73,25.88,7.71,16.8,33.88,0,95.72,157.25,94.37,1.19,94.55,6.96,0.91
10/14/16,5.32,5.28,0.73,25.01,8.19,16.61,36.88,0,95.81,150.88,93.16,1.2,93.35,7.2,1.14
10/15/16,5.41,5.37,0.74,24.89,7.78,16.33,36.88,0,95.87,156.5,94.48,1.2,94.69,7.02,1.29
10/16/16,5.22,5.18,0.72,24.43,6.69,15.56,35.56,0,95.96,139.19,91.84,1.2,92.07,6.47,1.27
10/17/16,5.13,5.08,0.71,23.67,6.69,15.18,37.06,0,95.95,147.94,90.37,1.16,90.51,6.47,1.22
10/18/16,5.08,5.02,0.71,24.75,6.86,15.8,34.69,0,95.73,141.06,89.43,1.12,89.52,6.59,1.29
10/19/16,4.82,4.78,0.68,23.35,6.87,15.12,37.69,0,95.69,137.69,84.88,1.09,85.18,6.59,1.14
10/20/16,4.83,4.8,0.69,23.72,6.59,15.15,36.25,0.01,95.57,139.06,84.56,1.09,84.94,6.53,1.27
10/21/16,4.48,4.47,0.65,23.06,8.46,15.76,42.38,1.22,95.76,144.25,79.25,0.99,79.98,7.26,1.54
10/22/16,4.53,4.48,0.66,24.69,8.33,16.51,36.88,0,95.83,158.19,79.92,0.95,80.09,7.2,1.01
10/23/16,4.61,4.67,0.67,23.81,6.77,15.3,36.19,0,95.82,163.81,81.62,1.06,83.46,6.53,0.91
10/24/16,4.57,4.55,0.67,23.82,4.67,14.24,30.75,0,95.66,168.25,80.26,-999,80.86,5.68,1.01
10/25/16,4.68,4.69,0.7,23.15,4.71,13.93,32.75,0,95.77,146.94,82.59,-999,83.73,5.68,1.11
10/26/16,4.58,4.53,0.69,22.92,5.24,14.08,33.75,0,96.07,180.12,80.1,0.98,80.33,5.86,1.14
10/27/16,4.63,4.57,0.7,22.93,4.24,13.58,32.44,0,96.38,130.88,79.58,0.98,79.66,5.49,1.05
10/28/16,4.37,4.32,0.66,22.98,3.78,13.38,31.31,0,96.06,124.62,74.58,0.84,74.65,5.31,1.08
10/29/16,4.4,4.35,0.68,22.56,3.72,13.14,31.56,0,96.09,122.94,75.36,0.82,75.5,5.31,1.05
10/30/16,3.12,3.8,0.48,21.68,4.94,13.31,35.81,0,96.31,127.5,54.45,0.62,65.52,5.74,1.09
10/31/16,3.82,3.84,0.59,21.9,4.3,13.1,34.06,0,96.58,139.25,65.74,0.72,66.98,5.43,0.98
11/1/16,4.04,4.06,0.64,22.14,4.73,13.44,34.56,0,96.45,114.5,70.31,-999,71.48,5.62,1.15
11/2/16,4.01,4.03,0.64,21.78,4.94,13.36,35.56,0,96.4,125.25,69.46,0.77,70.56,5.68,1.08
11/3/16,4.17,4.18,0.67,21.72,5.73,13.72,37.19,0,96.45,144.19,73.35,-999,74.3,6.04,0.95
11/4/16,2.98,3.29,0.48,21.64,9.23,15.44,46.62,0.29,96.18,130.62,51.34,0.53,56.67,7.63,1.05
11/5/16,4.63,4.58,0.76,21.1,4.01,12.55,35.94,0.22,95.93,128,80.8,0.88,80.91,5.49,1.05
11/6/16,4.54,4.5,0.75,20.66,2.55,11.61,32.88,0,95.97,135.94,79.98,0.88,80.23,4.82,0.99
11/7/16,4.64,4.58,0.77,20.78,0.47,10.62,28.25,0,96.21,154.75,80.34,0.88,80.45,4.21,1.09
11/8/16,4.42,4.37,0.74,21.1,-0.38,10.36,25.94,0,96.21,136.12,76.26,0.84,76.36,3.91,1.16
11/9/16,4.08,4.16,0.69,20.95,-0.58,10.19,25.56,0,96.29,132.69,70.55,0.81,72.63,3.85,1.25
11/10/16,3.9,4,0.66,21.37,-0.77,10.3,24.69,0,96.14,122.56,67.96,-999,70.62,3.78,1.21
11/11/16,3.43,3.5,0.59,21.04,-0.61,10.22,24.56,0,96.13,129.31,58.92,0.59,60.88,3.85,0.95
11/12/16,2.68,3.22,0.46,20.21,0.02,10.12,27.06,0.01,96.44,213.94,46.91,0.43,55.7,3.97,1.38
11/13/16,3.87,3.82,0.67,19.41,-1.1,9.15,26.38,0.01,96.62,173.06,66.73,0.62,66.94,3.66,1.18
11/14/16,3.87,3.86,0.68,19.42,-2.1,8.66,24.19,0,96.42,149.06,66.51,0.66,67.25,3.42,1.01
11/15/16,3.74,3.71,0.66,17.88,-2.06,7.91,26.88,0,96.42,125.38,64.35,0.65,64.68,3.42,1.2
11/16/16,3.76,3.77,0.66,18.04,-2.5,7.77,25.81,0,96.57,141.44,64.8,0.63,65.82,3.3,1.19
11/17/16,3.76,3.72,0.67,19.59,-3.24,8.17,22.5,0,96.56,164.81,65.13,0.7,65.36,3.11,1.17
11/18/16,3.53,3.57,0.63,20.87,-3.1,8.88,20.62,0,96.24,180.25,60.47,0.66,61.98,3.17,0.99
11/19/16,3.62,3.58,0.66,20.28,-3.19,8.55,21.94,0,95.97,153.12,62.12,0.66,62.22,3.17,1.04
11/20/16,2.02,3.37,0.37,20.24,-2.43,8.9,22.5,0,96.06,132.62,36.43,0.43,58.98,3.36,1.33
11/21/16,2.14,3.2,0.4,18.38,-0.12,9.13,29.12,0,96.1,124.44,38.21,0.38,55.81,3.97,1.24
11/22/16,2.5,3.33,0.46,19.12,0.54,9.83,29.62,0.01,96.14,213.38,45.21,0.52,59.23,4.15,1.15
11/23/16,3.24,3.28,0.6,19.78,-1.11,9.33,25.31,0,96.08,163.38,56.7,0.52,58.2,3.66,1.05
11/24/16,3.1,3.64,0.58,19.74,-1.25,9.25,24.81,0,96.41,167.44,56.02,0.58,66.02,3.6,0.84
11/25/16,2.6,3.48,0.49,17.98,2.04,10.01,36.62,0,96.41,300.44,47.71,0.52,63.67,4.7,1.97
11/26/16,2.95,3.58,0.56,19.4,4.01,11.71,38.06,0,96.23,224.44,53.73,0.59,65.2,5.31,1.27
11/27/16,3.89,3.86,0.74,18.37,-2.2,8.08,27.12,0,96.34,181.12,68.06,0.66,68.38,3.42,1.66
11/28/16,3.85,3.85,0.74,19.84,-9,5.42,14.12,0,96.17,219.12,67.8,0.69,68.77,1.95,1.24
11/29/16,2.78,3.58,0.54,20.92,-7.77,6.58,14.12,0,96.27,133.56,50.21,0.6,64.32,2.2,0.84
11/30/16,2.63,3.16,0.51,19.26,1.82,10.55,32.31,0,96.5,135.81,46.73,0.5,56.25,4.7,1.36
12/1/16,3.26,3.25,0.64,18.73,1.72,10.23,34.62,0,96.62,169.5,56.81,0.57,57.34,4.52,1.46
12/2/16,3.43,3.48,0.67,19.18,-6.42,6.38,18.38,0,96.61,220.81,58.63,0.59,60.16,2.44,1.38
12/3/16,3.2,3.27,0.63,18.22,-9.34,4.44,14.75,0,96.66,144.06,54.63,0.57,56.54,1.89,0.95
12/4/16,3.12,3.09,0.62,19.27,-8.7,5.29,14.44,0,96.67,148.44,53.74,0.57,54.05,2.01,1.05
12/5/16,3.35,3.31,0.66,19.76,-5.6,7.08,17.75,0,96.49,165.12,58.69,0.64,59.04,2.56,1.05
12/6/16,3.39,3.39,0.68,20.06,-3.06,8.5,21.25,0,96.58,143.88,59.76,0.65,60.59,3.11,0.9
12/7/16,3.01,3.01,0.6,20.84,-2.93,8.96,20.5,0,96.45,144.5,51.34,0.55,52.25,3.17,0.9
12/8/16,2.84,2.89,0.57,19.19,-2.77,8.21,23.19,0,96.31,157.75,48.73,0.51,50.39,3.23,0.98
12/9/16,2.82,2.79,0.57,17.88,-2.12,7.88,26.38,0,96.12,128.94,47.76,0.49,48.23,3.42,1.2
12/10/16,2.57,2.69,0.52,17.06,0.45,8.76,33.88,2.19,95.95,117.5,44.24,0.48,47,4.15,2.08
12/11/16,2.99,3.05,0.61,16.3,3.28,9.79,43.12,1.68,96.2,219.31,52.38,0.59,54.22,5,1.2
12/12/16,2.36,2.48,0.48,15.79,3.12,9.45,43.25,2.38,96.16,95.31,39.84,0.38,42.61,5,0.93
12/13/16,2.94,2.91,0.6,14.59,2.79,8.69,46.62,0.09,96.4,153,51.13,0.44,51.71,4.82,1.33
12/14/16,3.28,3.28,0.67,15.54,-1.46,7.04,33.25,0,96.55,164.19,56.41,0.54,57.31,3.54,1.14
12/15/16,2.9,3.34,0.59,16.23,-3.49,6.37,26.75,0,96.37,159.25,50.96,0.57,59.08,3.05,0.88
12/16/16,3.15,3.33,0.65,15.84,-4.04,5.9,26.12,0,96.54,121.25,54.95,0.59,58.65,2.93,1.02
12/17/16,3.33,3.29,0.69,15.69,-4.42,5.63,25.12,0,96.52,141.56,57.73,0.6,58.04,2.87,0.97
12/18/16,3.41,3.39,0.7,15.7,-3.1,6.3,27.69,0,96.54,154.38,60.12,0.6,60.75,3.17,1.09
12/19/16,3.05,3.19,0.62,15.87,-2.38,6.75,29.19,0,96.6,130.12,54.06,0.55,57.25,3.36,1.07
12/20/16,3.41,3.4,0.7,16.37,-0.95,7.71,31.94,0,96.56,185.81,59.74,0.58,60.63,3.66,1.38
12/21/16,3.39,3.51,0.7,17.55,-4.73,6.41,22.88,0,96.38,122.69,58.72,0.62,61.5,2.81,1.23
12/22/16,2.57,3.38,0.53,18.83,-5.81,6.51,18.94,0,96.37,159.38,46.22,0.54,60.16,2.56,0.99
12/23/16,3.04,3.36,0.62,18.11,-5.07,6.51,20.75,0,96.14,141.44,53.49,0.53,59.58,2.69,0.98
12/24/16,3.32,3.3,0.68,15.64,-6.8,4.42,21.88,0,95.99,254.5,56.77,0.47,57.28,2.38,1.23
12/25/16,3.13,3.12,0.64,14.05,-9.35,2.35,20,0,96.45,248.56,52.3,0.36,52.9,1.89,1.12
12/26/16,3.29,3.28,0.67,15.51,-10.65,2.43,15.81,0,96.56,138.56,56.34,0.44,57.03,1.71,1.09
12/27/16,3.14,3.21,0.64,16.96,-9.99,3.48,15,0,96.42,130.44,54.89,0.47,56.86,1.77,1.09
12/28/16,3.15,3.21,0.64,18.3,-8.09,5.1,16.25,0,96.36,166.81,55.87,0.52,57.8,2.14,1
12/29/16,2.87,2.86,0.59,19.08,-4.58,7.25,20.31,0,96.35,156.5,49.7,0.44,50.41,2.81,0.98
12/30/16,2.94,3.07,0.6,16.18,-2.72,6.73,28,0,96.41,146.44,51.09,0.46,54.03,3.23,1.13
12/31/16,2.71,2.82,0.55,16.24,-1.93,7.15,29.38,0,96.41,184.06,46.52,0.4,49.07,3.42,1.04
1/1/17,3.29,3.25,0.66,15.36,-2.88,6.24,29.44,0,96.5,147.25,57.16,0.49,57.38,3.17,0.98
1/2/17,2.62,3.17,0.53,15.43,-5.05,5.19,24.81,0.01,96.69,133.56,46.95,0.45,57.01,2.69,0.91
1/3/17,1.66,2.44,0.34,13.42,1.99,7.71,48.25,6.16,96.64,113.31,29.38,0.29,41.86,4.76,1.24
1/4/17,0.79,1.89,0.16,12.05,8.33,10.19,78.94,13.27,96.31,116.88,13.39,0.09,30.66,7.14,1.55
1/5/17,2.36,2.73,0.47,12.51,7.29,9.9,72.62,6.58,96.31,187.69,41.45,0.4,47.85,6.65,1.12
1/6/17,0.62,1.73,0.12,10.16,6.14,8.15,76.88,20.34,95.92,146,10.71,0.08,27.49,6.16,1.48
1/7/17,2.25,2.38,0.45,10.3,2.88,6.59,62.5,7.71,95.99,148.62,36.39,0.28,39.16,4.94,0.91
1/8/17,2.89,3.32,0.57,7.99,-2.65,2.67,48.88,0.14,96.42,309.88,49.77,0.44,57.21,3.3,1.26
1/9/17,3.67,3.66,0.72,6.63,-6.32,0.15,40.88,0,96.44,229.06,62.3,0.51,63.09,2.44,1.63
1/10/17,3.73,3.7,0.73,8.24,-7.67,0.28,33.12,0,96.39,239.44,62.5,0.51,62.98,2.2,1.27
1/11/17,3.7,3.71,0.72,9.01,-7.49,0.76,31.31,0,96.37,138.62,61.55,0.53,62.51,2.2,1.33
1/12/17,3.66,3.79,0.7,8.56,-6.85,0.85,34.31,0,96.31,156.88,62.41,0.51,65.31,2.32,1.18
1/13/17,3.41,3.62,0.66,8.23,-5.4,1.41,38.81,0,96.47,164.44,58.73,0.49,63.17,2.62,1.19
1/14/17,1.28,3.25,0.24,6,-0.97,2.51,62.19,0.05,96.71,191.06,24.09,0.23,57.68,3.72,1.27
1/15/17,1.27,3.26,0.24,8.87,3.69,6.27,72.19,5.08,96.63,181.69,23.65,0.23,58.71,5.19,1.03
1/16/17,1.17,2.88,0.22,8.25,4.33,6.29,77.56,5.31,96.52,153.81,21.28,0.16,50.77,5.37,1.09
1/17/17,2.09,2.91,0.39,8.41,2.7,5.56,68.75,1.25,96.4,204.38,37.4,0.33,50.83,4.82,1.04
1/18/17,0.79,2.35,0.15,7.35,5.5,6.43,88.56,6.74,96.98,186.19,14.81,0.12,39.46,5.8,1.27
1/19/17,3.36,3.59,0.62,8.55,2.57,5.55,68.75,0,97.24,319.44,59.01,0.45,63.48,4.76,1.29
1/20/17,3.22,3.94,0.59,9.94,-2.56,3.69,44.38,0,96.99,194.56,57.02,0.56,69.55,3.3,1.5
1/21/17,2.92,3.95,0.53,12.3,-2.58,4.86,37.12,0,96.72,92.88,52.71,0.58,70.34,3.3,0.95
1/22/17,3.27,3.66,0.59,13.11,0.96,7.03,44.88,0,96.97,128,57.66,0.55,64.74,4.21,1.07
1/23/17,1.47,3.7,0.27,11.07,3.57,7.32,61.19,1,96.8,121.44,28.04,0.32,67.28,5.13,1.22
1/24/17,1.04,3.76,0.19,9.82,7.46,8.64,85.62,11.09,96.74,114.44,20.41,0.27,70.15,6.71,0.92
1/25/17,0.51,2.94,0.09,8.94,7.38,8.16,89.94,21.12,96.66,71.69,9.84,0.09,52.07,6.65,1.35
1/26/17,1,3.26,0.18,9.54,8.31,8.92,92.06,20.54,96.48,196.25,19.34,0.2,57.85,7.08,0.88
1/27/17,3.78,3.96,0.66,11.72,7.03,9.37,74.94,2.28,96.7,251.88,68.36,0.59,72.41,6.53,1.21
